Chapter,Type,Word,Meaning,예문정리(영),예문정리(한),,
22,연관어,massively,"ad.몹시, 극도로",to increase massively,몹시 증가하다,,
11,표제어,mastery,"n.숙달, 통달",skill mastery,기술 숙달,,
11,연관어,master,"v.숙달하다 n.대가, 주인
",to master a skill,기술을 숙달하다,,
12,표제어,masterpiece,"n.걸작, 명작",a classical masterpiece,고전적 걸작,,
30,표제어,match,"v.어울리다, 일치하다, 맞먹다",to match colors,색이 잘 어울리다,,
12,표제어,material,"a.물질의, 물질적인 n.재료, 물질, 자료",building material,건축 자재,,
12,연관어,materialize,"v.실현하다, 구체화하다","to materialize a plan
아이디어를 구체화하다 to materialize an idea",계획을 실현하다,,
30,표제어,matter,"n.문제, 물질, 재료, 내용 v.중요하다",to matter most,중요하다,,
9,표제어,mature,"a.성숙한, 어른스러운",a mature attitude,성숙한 태도,,
9,연관어,maturity,"n.성숙, 성숙함",a high level of maturity,높은 성숙도,,
23,표제어,maximize,"v.극대화하다, 최대화하다",to maximize efficiency,효율을 극대화하다,,
23,연관어,maximization,n.극대화,profit maximization,이익의 극대화,,
23,연관어,maximum,a.최대의,maximum speed,최대 속도,,
14,표제어,meaningful,"a.의미 있는, 중요한",a meaningful relationship,의미 있는 관계,,
14,연관어,mean,"v.의미하다, 의도하다  a.비열한
",to mean something,무엇을 의미하다,,
10,표제어,means,n.수단,a means of transportation,교통 수단,,
34,표제어,measure,"n.대책, 조치, 척도, 평가 기준 v.측정하다, 재다
",safety measures,안전 대책,,
34,연관어,measurable,"a.측정 가능한, 평가할 수 있는",measurable results,측정 가능한 결과,,
34,연관어,measurement,"n.측정, 측량",an accurate measurement,정확한 측정,,
17,표제어,mechanical,"a.기계의, 기계적인, 자동적인",a mechanical device,기계적 장치,,
7,표제어,mediate,"v.중재하다, 조정하다",to mediate a conflict,분쟁을 중재하다,,
1,표제어,medical,"a.의학의, 의료의",medical records,의료 기록,,
1,연관어,medically,ad.의학적으로,to be medically safe,의학적으로 안전하다,,
21,표제어,medicine,"n.의학, 약",cold medicine,감기약,,
5,표제어,medieval,a.중세의,medieval architecture,중세 건축,,
9,표제어,meditate,v.명상하다,to meditate deeply,깊이 명상하다,,
9,연관어,meditation,n.명상,meditation practice,명상 수련,,
32,표제어,medium,"n. 매체, 매개, 수단",a communication medium,의사소통 매체,,
5,표제어,memorable,"a.기억할 만한, 인상적인",a memorable experience,기억할 만한 경험,,
5,연관어,memorization,"n.기억, 암기",memorization skills,암기 기술,,
5,연관어,memory,n.기억,childhood memory,어린 시절의 기억,,
5,연관어,memorize,"v.암기하다, 기억하다",to memorize words,단어를 암기하다,,
41,표제어,mend,"v.수선하다, 고치다",to mend clothes,옷을 수선하다,,
17,표제어,mental,"a.정신의, 마음의, 지적인",mental health,정신 건강,,
17,연관어,mentality,n.사고방식,a conservative mentality,보수적인 사고방식,,
17,연관어,mentally,ad.정신적으로,to be mentally strong,정신적으로 강하다,,
5,표제어,mention,"v.언급하다, 말하다 n.언급","to mention the issue
신문에 언급 a mention in the newspaper",그 문제를 언급하다,,
12,표제어,merchandise,n.상품 v.판매하다,export merchandise,수출 상품,,
16,표제어,merchant,n.상인,a trade merchant,상업 상인,,
16,연관어,merchandise,n.상품 v.판매하다,export merchandise,수출 상품,,
31,표제어,merely,ad.단지,to be merely an opinion,단지 의견일 뿐이다,,
34,표제어,merit,"n.장점, 가치",the merit of education,교육의 장점,,
12,표제어,messy,"a.어지러운,엉망인",a messy room,어지러운 방,,
8,표제어,metabolic,a.신진대사의,metabolic process,신진대사 과정,,
8,연관어,metabolism,n.신진대사,a fast metabolism,빠른 신진대사,,
8,연관어,metabolize,v.대사하다,to metabolize alcohol,알코올을 대사하다,,
2,표제어,metaphor,"n.은유, 비유",a common metaphor,자주 쓰이는 은유,,
2,연관어,metaphorical,a.은유적인,a metaphorical expression,은유적 표현,,
2,연관어,metaphorically,ad.은유적으로,to speak metaphorically,은유적으로 말하다,,
12,표제어,method,"n.방식, 방법",an effective method,효과적인 방법,,
12,연관어,methodology,n.방법론,research methodology,연구 방법론,,
41,표제어,microbe,"n.세균, 미생물",harmful microbes,유해 세균,,
47,표제어,migrate,"v.이주하다, 이동하다",to migrate north,북쪽으로 이주하다,,
47,연관어,migration,"n.이주, 이동",bird migration,철새의 이동,,
47,연관어,migratory,"a.이동하는, 이주하는",migratory birds,이동하는 새,,
2,표제어,military,"a.군사의, 무력의 n.군대","a military operation
군대 the military",군사 작전,,
42,표제어,mimic,"v.모방하다, 흉내내다
",to mimic others,다른 사람을 모방하다,,
22,표제어,mindful,"a.염두에 두는, 유념하는, 신중한",a mindful attitude,염두에 두는 태도,,
22,연관어,mind,"n.마음, 정신 v.신경을 쓰다, 꺼리다","an open mind
신경 쓰다 to mind the gap",열린 마음,,
22,연관어,mindfulness,"n.마음챙김, 주의 깊음",mindfulness meditation,마음챙김 명상,,
15,표제어,mindset,"n.사고방식, 태도",a conservative mindset,보수적인 사고방식,,
27,표제어,minimize,"v.최소화하다, 줄이다",to minimize risk,위험을 최소화하다,,
27,연관어,minimal,"a.최소의, 아주 적은",minimal cost,최소한의 비용,,
27,연관어,minimum,"a.최소의 n.최소 
",minimum requirement,최소 요구 사항,,
20,표제어,minor,a.사소한,a minor issue,사소한 문제,,
20,표제어,miracle,n.기적,an amazing miracle,놀라운 기적,,
20,연관어,miraculous,a.기적적인,a miraculous recovery,기적적인 회복,,
21,표제어,mirror,"v.반영하다 n.거울
",to mirror reality,현실을 반영하다,,
25,표제어,misconception,n.오해,a common misconception,일반적인 오해,,
5,표제어,miserable,"a.몹시 불행한, 비참한",a miserable life,비참한 삶,,
5,연관어,misery,"n.고통, 긍핍",extreme misery,극심한 고통,,
44,표제어,misfortune,n.불행,a great misfortune,큰 불행,,
38,표제어,misguide,"v.오도하다, 잘못 인도하다",to misguide the public,대중을 오도하다,,
22,표제어,misinformation,"n.오정보, 잘못된 정보",online misinformation,인터넷 오정보,,
10,표제어,misinterpretation,n.오해,a misinterpretation of history,역사의 오해,,
27,표제어,misjudge,v.잘못 판단하다,to misjudge a situation,상황을 잘못 판단하다,,
37,표제어,misleading,"a.오해의 소지가 있는, 잘못 인도하는",a misleading advertisement,오해의 소지가 있는 광고,,
37,연관어,mislead,"v.잘못 인도하다, 오해하게 하다",to mislead the public,대중을 오도하다,,
2,표제어,misplace,"v.잘못 두다, (감정 등을) 부적절하게 두다","to misplace keys
분노를 부적절하게 표출하다 to misplace anger",열쇠를 잘못 두다,,
19,표제어,misunderstanding,n.오해,a cultural misunderstanding,문화적 오해,,
19,연관어,misunderstand,"v.오해하다, 잘못 이해하다",to misunderstand a question,문제를 오해하다,,
30,표제어,misuse,"n.오용, 남용",misuse of power,권력의 오용,,
15,표제어,mixture,"n.혼합물, 혼합",a chemical mixture,화학적 혼합물,,
15,연관어,mix,v.섞이다,to mix colors,색을 섞다,,
15,연관어,mixed,"a.엇갈리는, 뒤섞인",mixed reactions,엇갈린 반응,,
41,표제어,mobility,n.이동성 ,social mobility,사회적 이동성,,
41,연관어,mobile,"a.이동하는, 유동적인",a mobile device,이동식 장치,,
22,표제어,moderate,"a.중간의, 온건한, 적당한  v.누그러뜨리다, 완화하다 ","a moderate level
고통을 완화하다 to moderate pain",중간 정도의 수준,,
22,연관어,moderation,"n.절제, 적당함",a life of moderation,절제 있는 생활,,
11,표제어,modern,a.현대적인,modern society,현대 사회,,
11,연관어,modernize,v.현대화하다,to modernize industry,산업을 현대화하다,,
2,표제어,modest,"a.보통의, 겸손한, 얌전한",a modest attitude,겸손한 태도,,
2,연관어,modesty,"n.겸손, 정숙",her modesty,그녀의 겸손,,
40,표제어,modify,"v.수정하다, 바꾸다, 변형하다",to modify a plan,계획을 수정하다,,
40,연관어,modifiable,"a.수정 가능한, 바꿀 수 있는",a modifiable plan,수정 가능한 계획,,
40,연관어,modification,"n.수정, 변경, 개량",a modification of the plan,계획의 수정,,
24,표제어,moisture,"n.수분, 습기",moisture in the air,공기 중의 수분,,
24,연관어,moisturize,v.촉촉하게 하다,to moisturize the skin,피부를 촉촉하게 하다,,
42,표제어,molecule,n.분자,a molecule of water,물 한 분자,,
42,연관어,molecular,a.분자의,molecular structure,분자 구조,,
46,표제어,momentarily,"ad.순간적으로, 곧",to return momentarily,곧 돌아오다,,
46,연관어,moment,"n.순간, 시기",a happy moment,행복한 순간,,
46,연관어,momentary,"a.순간적인, 찰나의",a momentary silence,순간적인 침묵,,
46,연관어,momentous,a.중대한,a momentous decision,중대한 결정,,
17,표제어,monitor,"v.관찰하다, 감시하다 n.화면
",to monitor a patient,환자를 관찰하다,,
11,표제어,monopoly,n.독점,a market monopoly,시장 독점,,
36,표제어,monotony,"n.단조로움, 지루함",the monotony of daily life,일상의 단조로움,,
36,연관어,monotonous,a.단조로운,,,,
32,표제어,moral,"n.교훈, 도덕, 윤리 a.도덕적인, 윤리적인, 교훈의","the moral of the story
도덕적 가치 moral values",이야기의 교훈,,
32,연관어,morality,"n.도덕성, 윤리",a debate on morality,도덕성 논쟁,,
15,표제어,morale,"n.사기, 의욕",high morale,높은 사기,,
33,표제어,mortal,a.치명적인,a mortal wound,치명적인 상처,,
26,표제어,mortality,n.죽음,an increase in mortality,사망률 증가,,
33,표제어,motivation,"n.동기, 의욕, 동기 부여, 자극, 열의",strong motivation,강한 동기,,
33,연관어,motivate,v.동기 부여를 하다,to motivate others,동기를 부여하다,,
33,연관어,motivational,"a.동기를 주는, 동기의",a motivational speech,동기부여 연설,,
33,연관어,motivator,n.동기를 주는 것,a key motivator,주요 동기부여 요인,,
33,연관어,motive,"n.동기, 이유",a motive for action,행동의 동기,,
40,표제어,mount,"v.시작하다, 증가하다, 올라가다",to mount a campaign,캠페인을 시작하다,,
2,표제어,movement,"n.움직임, 운동, 이동, 활동","a social movement
자유로운 이동 free movement
예술 활동 artistic movement",사회 운동,,
16,표제어,multiple,"a.다수의, 많은","multiple choices
다수의 문제 multiple problems",다수의 선택지,,
16,연관어,multiply,"v.증가시키다, 증식하다, 곱하다","to multiply the number
숫자를 곱하다 to multiply the digits",수를 증가시키다,,
7,표제어,mundane,"a.보통의,평범한, 일상적인
",a mundane routine,보통의 일상,,
35,표제어,mutual,"a.상호의, 서로의",mutual respect,상호 존중,,
35,연관어,mutually,ad.상호간에,to agree mutually,상호간에 동의하다,,
41,표제어,mysterious,"a.신비한, 불가사의한",a mysterious atmosphere,신비로운 분위기,,
18,표제어,myth,"n.신화, 근거 없는 믿음, 잘못된 통념","an ancient myth
잘못된 통념 a common myth",고대 신화,,
18,연관어,mythical,"a.신화의, 신화적인, 상상의, 허구의","a mythical being
상상의 동물 a mythical creature",신화적인 존재,,
16,표제어,naive,"a.순진한, 경험이 없는","a naive girl
경험이 없는 태도 a naive attitude",순진한 소녀,,
39,표제어,namely,"ad.즉 , 다시 말해","two reasons, namely, cost and time","두 가지 이유, 즉 비용과 시간",,
1,표제어,narrative,"n.이야기 a.이야기의, 서사적",a narrative sentence,서사적인 문장,,
14,표제어,narrow,"a.좁은 v.좁아지다,집중하다","a narrow path
관심을 좁히다 to narrow the focus",좁은 길,,
23,표제어,national,"a.국가의, 국민의 n.국민
",a national policy,국가의 정책,,
23,연관어,nationalism,n.민족주의,a nationalism movement,민족주의 운동,,
23,연관어,nationality,n.국적,a Korean nationality,한국 국적,,
20,표제어,native,"n.원주민 a.토착의, 원산지인","a native language
원주민 문화 a native culture",태어난 곳의 언어,,
9,표제어,natural,"a.자연스러운, 자연의, 타고난, 당연한 ","a natural reaction
자연의 소리 a natural sound
천연 재료 a natural ingredient
타고난 재능 a natural talent",자연스러운 반응,,
9,연관어,unnatural,a.부자연스러운,unnatural smile,부자연스러운 미소,,
9,연관어,naturally,"ad.자연스럽게, 본래, 선천적으로","to behave naturally
본래 그렇다 to be naturally so
선천적으로 뛰어나다 to excel naturally",자연스럽게 행동하다,,
9,연관어,nature,"n.자연, 본질, 본성 , 속성","the beauty of nature
사물의 본질 the nature of things
성질의 차이 a difference in nature",자연의 아름다움,,
6,표제어,navigate,"v.항해하다, 길을 찾다, 조종하다, 처리하다","to navigate at sea
숲을 통과하며 길을 찾다 to navigate through the forest
항공기를 조종하다 to navigate the aircraft
복잡한 상황을 처리하다 to navigate a complex situation",바다에서 항해하다,,
6,연관어,navigation,n.항해,navigation across the ocean,바다를 가로지르는 항해,,
6,연관어,navigational,"a.탐색의, 운항의, 항해의",navigational equipment,항해용 장비,,
5,표제어,nearby,a.근처의 ad.근처에,a nearby restaurant,근처의 식당,,
28,표제어,necessary,"a.필요한, 필수의, 필수적인",a necessary condition,필요한 조건,,
28,연관어,necessity,"n.필요, 필수품, 필연, 불가피한 일",daily necessity,생활 필수품,,
28,연관어,necessarily,"ad.반드시, 필연적으로",not necessarily true,반드시 그렇지는 않다,,
28,연관어,unnecessary,a.불필요한,unnecessary expense,불필요한 지출,,
38,표제어,necessitate,v.필요하게 하다,to necessitate change,변화를 필요하게 하다,,
29,표제어,negative,"a.부정적인, 음성의, 음수의",a negative effect,부정적인 영향,,
29,연관어,negatively,ad.부정적으로,to react negatively,부정적으로 반응하다,,
19,표제어,neglect,"n.소홀, 방치 v.간과하다, 무시히다, 방치하다 ","neglect of duty
아이를 방치하다 to neglect a child",업무 소홀,,
19,연관어,negligible,"a.무시할만한, 미미한, 하찮은",a negligible difference,무시할만한 차이,,
32,표제어,negotiation,"n.협상, 교섭, 절충, 협의",peace negotiation,평화 협상,,
32,연관어,negotiable,a.협상 가능한,negotiable terms,협상 가능한 조건,,
32,연관어,negotiate,"v.협상하다, 교섭하다",to negotiate a contract,계약을 협상하다,,
32,연관어,negotiator,n.협상가,a skilled negotiator,숙련된 협상가,,
7,표제어,nervous,"a.긴장한, 초조한, 불안한 ,신경의",a nervous student,긴장한 학생,,
7,연관어,nerve,n.신경,peripheral nerve,말초 신경,,
7,연관어,nervousness,n.초조함,extreme nervousness,심한 초조함,,
39,표제어,neuron,"n.뉴런, 신경 세포",neuron cell,신경 세포,,
39,연관어,neural,"a.신경의, 신경계의",a neural pathway,신경 경로,,
39,표제어,neutral,a.중립적인 ,a neutral position,중립적인 입장,,
39,연관어,neutrality,n.중립,political neutrality,정치적 중립,,
39,연관어,neutralize,v.중화하다,to neutralize acid,산을 중화하다,,
40,표제어,nevertheless,ad.그럼에도 불구하고,nevertheless true,그럼에도 불구하고,,
37,표제어,noble,a.고귀한,a noble spirit,고귀한 정신,,
22,표제어,nod,v.끄덕이다  ,to nod the head,고개를 끄덕이다,,
9,표제어,nomadic,a.유목의,nomadic life,유목 생활,,
32,표제어,nonetheless,ad.그럼에도 불구하고 ,"Nonetheless, he didn’t give up.","그럼에도 불구하고, 그는 포기하지 않았다.",,
16,표제어,norm,"n.표준, 규범",a social norm,사회 규범,,
16,연관어,normal,"a.정상의, 보통의",normal life,보통의 생활,,
16,연관어,normalize,"표준화하다, 정상화하다",to normalize relations,관계를 정상화하다,,
16,연관어,normally,"ad.보통, 평상시에는",normally at ordinary times,평상시에는,,
30,표제어,notable,"a.주목할 만한, 유명한, 두드러진",a notable achievement,주목할 만한 성과,,
30,연관어,notably,"ad.특히, 주목할만하게",notably famous,특히 유명하다,,
38,표제어,noted,"a.저명한, 주목받는",a noted scholar,저명한 학자,,
38,연관어,note,"n.메모,음  v.언급하다, 주목하다",a short note,짧은 메모,,
38,연관어,noteworthy,a.주목할 만한,a noteworthy difference,주목할 만한 차이,,
36,표제어,noticeable,"a.눈에 띄는, 주목할 만한,두드러진",a noticeable change,눈에 띄는 변화,,
36,연관어,notice,"n.공지, 통지 v.알아차리다, 주목하다
",an important notice,중요한 공지,,
36,연관어,noticeably,"ad.눈에 띄게, 두드러지게",to increase noticeably,눈에 띄게 증가하다,,
36,연관어,unnoticed,a.눈에 띄지 않는,She slipped out of the room unnoticed,그녀는 아무도 모르게 방을 빠져나갔다,,
21,표제어,notify,"v.알리다, 통보하다",to notify the fact,사실을 알리다,,
21,연관어,notification,"n.알림, 통지",an email notification,이메일 알림,,
39,표제어,notion,"n.개념, 생각, 관념",the notion of freedom,자유의 개념,,
39,표제어,notoriously,ad.악명 높게도,notoriously dangerous,악명 높게도 위험하다,,
39,연관어,notorious,a.악명 높은,,,,
22,표제어,novel,"a.새로운, 참신한 n.소설","a novel idea
흥미로운 소설 an interesting novel",새로운 아이디어,,
22,연관어,novelty,"n.참신함, 신기함",a short-lived novelty,잠시뿐인 신기함,,
27,표제어,numerable,a.셀 수 있는,a numerable example,셀 수 있는 예시,,
23,표제어,numerical,"a.수치의, 숫자의",numerical data,수치 데이터,,
10,표제어,numerous,a.수많은,numerous opportunities,수많은 기회,,
11,표제어,nurture,"n.양육, 교육  v.육성하다, 양육하다","child nurture
재능을 육성하다 to nurture talent",아이 양육,,
9,표제어,nutrient,"n.영양분, 영양소",an essential nutrient,필수 영양소,,
9,연관어,nutrition,"n.영양, 영양 섭취",adequate nutrition,충분한 영양,,
9,연관어,nutritional,a.영양의,nutritional information,영양 정보,,
9,연관어,nutritious,a.영양가 있는,nutritious food,영양가 있는 음식,,
25,표제어,obesity,n.비만,an obesity problem,비만 문제,,
25,연관어,obese,"a.비만의, 비만인",an obese person,비만인 사람,,
5,표제어,obey,"v.복종하다, 따르다",to obey orders,명령에 복종하다,,
5,연관어,obedient,"a.순종적인, 순응하는",an obedient child,순종적인 아이,,
34,표제어,objective,"a.객관적인 n.목표, 목적
",a learning objective,학습 목표,,
34,연관어,object,"n.물건,물체, 대상  v.반대하다
","a small object
여행의 목적 the object of travel",작은 물체,,
34,연관어,objection,n.반대,a strong objection,강한 반대,,
34,연관어,objectively,ad.객관적으로,to judge objectively,객관적으로 판단하다,,
34,연관어,objectivity,"n.객관성, 객관적 태도",high objectivity,높은 객관성,,
39,표제어,obligation,"n.의무, 책임",a legal obligation,법적 의무,,
43,표제어,obscure,"a.모호한, 잘 알려지지 않은 v.흐리게 하다, 가리다
","an obscure meaning
잘 알려지지 않은 시인 an obscure poet",모호한 의미,,
22,표제어,observe,"v.관찰하다, 준수하다, 말하다","to observe stars
규칙을 준수하다 to observe rules
의견을 말하다 to observe an opinion",별을 관찰하다,,
22,연관어,observable,a.관찰할 수 있는,an observable change,관찰할 수 있는 변화,,
22,연관어,observance,n.준수,observance of rules,규칙 준수,,
22,연관어,observation,"n.관찰, 관측, 논평, 의견",a careful observation,세심한 관찰,,
22,연관어,observational,a.관찰의,observational study,관찰 연구,,
22,연관어,observatory,n.천문대,an observatory building,천문대 건물,,
22,연관어,observer,n.관찰자,a field observer,현장 관찰자,,
3,표제어,obstacle,"n.장애물, 방해물",a big obstacle,큰 장애물,,
16,표제어,obstruct,v.방해하다,to obstruct a road,도로를 방해하다,,
16,연관어,obstruction,"n.방해, 장애물",,,,
14,표제어,obtain,"v.얻다, 획득하다",to obtain permission,허가를 얻다,,
39,표제어,obvious,"a.명백한, 분명한",to make an obvious mistake,명백한 실수를 저지르다,,
39,연관어,obviously,ad.분명히,"Obviously, he was upset.",분명히 그는 화가 나 있었다,,
43,표제어,occasion,"n.경우, 때, 행사",to attend an occasion,행사에 참석하다,,
43,연관어,occasional,"a.가끔의, 때때로의",to make occasional mistakes,가끔 실수를 하다,,
43,연관어,occasionally,ad.가끔,to meet friends occasionally,가끔 친구를 만나다,,
4,표제어,occupation,n.직업,to choose an occupation,직업을 선택하다,,
4,연관어,occupational,a.직업상의,to prevent occupational diseases,직업상의 질병을 예방하다,,
31,표제어,occupy,"v.점유하다,차지하다, 점령하다
",to occupy a seat,자리를 점유하다,,
31,연관어,occupation,"n.직업, 점령(기간)",,,,
28,표제어,occur,"v.발생하다, 일어나다, 생각이 나다",to occur a problem,문제가 발생하다,,
28,연관어,occurrence,"n.발생, 존재",,,,
18,표제어,odd,"a.이상한, 홀수의",to behave in an odd way,이상한 행동을 하다,,
44,표제어,offend,"v.기분 상하게 하다, 위반하다",to offend someone,기분을 상하게 하다,,
44,연관어,offence,"n.범죄, 위반",a criminal offence,형사상 범죄,,
44,연관어,offender,"n.위반자,범죄자",to arrest the offender,범죄자를 체포하다,,
44,연관어,offensive,"a.불쾌한, 공격적인, 모욕적인",to make an offensive remark,모욕적인 발언을 하다,,
46,표제어,offer,"v.제공하다, 제안하다 n.제안, 제공
",to offer help,도움을 제공하다,,
4,표제어,official,a.공식적인 n.공무원,government official,정부 공무원,,
8,표제어,offset,"v.상쇄하다, 보상하다",to offset the loss with profit,손실을 이익으로 상쇄하다,,
13,표제어,offspring,"n.자식, 자손",to be proud of one’s offspring,자식을 자랑스러워하다,,
11,표제어,old­-fashioned,a.구식인,to wear old-fashioned clothes,구식 옷을 입다,,
2,표제어,omit,v.생략하다,to omit important information,중요한 정보를 생략하다,,
2,연관어,omission,"n.생략, 누락(된 것)",,,,
2,연관어,omitted,"a.생략된, 누락된",,,,
20,표제어,ongoing,"a.진행 중인, 지속적인",to participate in an ongoing project,진행 중인 프로젝트에 참여하다,,
35,표제어,operate,"v.작동하다, 운영하다, 수술하다",to operate a machine,기계를 작동시키다,,
35,연관어,operation,"n.작동, 수술, 운영",to undergo an operation,수술을 받다,,
35,연관어,operational,a.운영의,to become fully operational,운영 가능한 상태가 되다,,
37,표제어,opinion,"n.의견, 견해",to express an opinion,의견을 말하다,,
46,표제어,opponent,"n.상대, 반대자 ",to face a strong opponent,강력한 상대를 만나다,,
25,표제어,opportunity,n.기회,to seize an opportunity,기회를 잡다,,
25,표제어,opposite,a.반대의 n.정반대,to walk in the opposite direction,반대 방향으로 걷다,,
25,연관어,oppose,"v.반대하다, 대항하다",to oppose the plan,계획에 반대하다,,
25,연관어,opposing,"a.반대하는, 대립하는",to have opposing views,상반되는 관점을 갖다,,
25,연관어,opposition,"n.반대, 저항",opposition to the government,정부에 대한 반대,,
25,연관어,as opposed to,전구.~와 대조적으로,He prefers tea as opposed to coffee,그는 커피가 아니라 차를 좋아한다,,
25,연관어,be opposed to,v.반대하다,I am opposed to the proposal,나는 그 제안에 반대한다,,
43,표제어,oppress,v.억압하다 ,to oppress the people,국민을 억압하다,,
43,연관어,oppressive,a.억압하는,,,,
11,표제어,opt,v.선택하다,to opt for a healthier lifestyle,선택하다,,
29,표제어,optical,a.시각적인,optical effects,시각적인 효과,,
18,표제어,optimal,"a.최적의, 가장 바람직한",optimal conditions,최적의 조건,,
18,연관어,optimally,ad.최적으로,to function optimally,최적으로 작동하다,,
18,연관어,optimistic,a.낙관적인,to stay optimistic,낙관적인 태도를 유지하다,,
18,연관어,optimize,v.최적화하다,to optimize the system,시스템을 최적화하다,,
21,표제어,option,"n.선택, 선택사항",to consider another option,다른 선택사항을 고려하다,,
21,연관어,optional,a.선택적인,optional assignment,선택적인 과제,,
12,표제어,oral,"a. 구두의, 입의,구전의",to take an oral exam,구전 시험을 보다,,
28,표제어,order,"n.순서, 명령, 주문 v.명령하다, 정리하다, 주문하다 
",to take an order,주문을 받다,,
28,연관어,orderly,"a.질서 있는, 정돈된",to march in an orderly fashion,질서 있는 행진을 하다,,
28,연관어,disorder,"n.엉망, 어수선함, 장애",,,,
18,표제어,ordinary,"a.평범한, 보통의",to look like an ordinary person,평범한 사람처럼 보이다,,
44,표제어,organism,"n.생물체, 유기체",a complex organism,복잡한 생물체,,
44,연관어,organ,"n.기관, 장기",damage to an organ,기관 손상,,
44,연관어,organic,"a.유기적인, 유기농의, 유기체의",to eat organic food,유기농 식품을 먹다,,
13,표제어,organize,"v.조직하다, 정리하다",to organize an event,행사를 조직하다,,
13,연관어,organization,"n.조직, 단체",to join an international organization,국제 조직에 가입하다,,
46,표제어,orient,v.향하게 하다,to orient the map correctly,방향을 향하게 하다,,
46,연관어,orientation,"n.방향, 지향, 성향",cultural orientation,문화적 지향성,,
37,표제어,original,"a.독창적인, 원래의 n.원본
",an original idea,독창적인 아이디어,,
37,연관어,origin,"n.기원, 출처, 유래",origin of the document,문서의 출처,,
37,연관어,originality,n.독창성,his work shows great originality,그의 작품은 독창성이 뛰어나다,,
37,연관어,originally,"ad.원래, 본래",he was originally a doctor,그는 원래 의사였다,,
37,연관어,originate,"v.유래하다, 비롯되다",this tradition originated in Asia,이 전통은 아시아에서 유래했다,,
10,표제어,outcome,n.결과,a positive outcome,긍정적인 결과,,
10,표제어,outdated,"a.구식의, 시대에 뒤떨어진",outdated equipment,구식의 장비,,
16,표제어,outdoor,"a.야외의, 옥외의",to enjoy outdoor activities,야외 활동을 즐기다,,
16,표제어,outperform,"v.능가하다, 뛰어넘다",to outperform a competitor,경쟁자를 능가하다,,
39,표제어,output,"n.생산량,출력, 결과물 v.산출하다, 출력하다","to increase output
오류 메시지를 출력하다 to output an error message",생산량을 늘리다,,
41,표제어,outstanding,"a.두드러지는, 뛰어난",outstanding performance,뛰어난 성과,,
12,표제어,outweigh,"v.능가하다, 뛰어넘다",to outweigh the disadvantages,장점이 단점보다 크다,,
22,표제어,overabundance,n.과잉,overabundance of food,식량의 과잉,,
23,표제어,overall,"a.전반적인 ad.전반적으로
",overall assessment,전반적인 평가,,
12,표제어,overcome,"v.극복하다, 이겨내다",to overcome difficulties,어려움을 극복하다,,
19,표제어,overcrowded,a.과밀한,an overcrowded city,과밀한 도시,,
13,표제어,overestimate,v.과대평가하다,to overestimate one’s ability,능력을 과대평가하다,,
18,표제어,overlook,"v.간과하다, 내려다보다",to overlook a mistake,실수를 간과하다,,
11,표제어,overstate,v.과장하다,to overstate facts,사실을 과장하다,,
2,표제어,overwhelm,"v.압도하다, 당황하게 하다",to overwhelm with emotion,감정에 압도되다,,
2,연관어,overwhelming,"a.압도적인, 감당하기 힘든",an overwhelming victory,압도적인 승리,,
11,표제어,owe,v.빚지다,to owe a favor,은혜를 빚지다,,
33,표제어,owing to,때문에,owing to traffic delays,교통 지연 때문에,,
29,표제어,pack,"v.채우다, 포장하다, 꾸리다
",to pack a bag,가방을 채우다,,
29,연관어,package,n.포장,to open a package,포장을 뜯다,,
29,연관어,packaging,"n.포장, 포장재",eco-friendly packaging,친환경 포장재,,
29,연관어,packed,"a.빽빽한, 꽉 들어찬",a packed crowd,빽빽한 군중,,
15,표제어,pain,n.고통 ,to feel intense pain,심한 고통을 느끼다,,
15,연관어,painful,a.고통스러운,a painful memory,고통스러운 기억,,
19,표제어,paradoxical,"a.역설적인, 모순된",a paradoxical claim,역설적인 주장,,
19,연관어,paradox,"n.역설, 모순",to present a paradox,역설을 제시하다,,
19,연관어,paradoxically,ad.역설적으로,to speak paradoxically,역설적으로 말하다,,
36,표제어,paralyze,v.마비시키다,to paralyze with fear,공포로 마비시키다,,
36,연관어,paralysis,n.마비 ,sudden paralysis,갑작스러운 마비,,
33,표제어,partial,"a.부분적인, 편향적인","a partial change
편향적인 판단 a partial judgment
",부분적인 변화,,
33,연관어,partiality,"n.편애, 편파",a sense of partiality,편파적인 태도,,
33,연관어,partially,ad.부분적으로,to agree partially,부분적으로 동의하다,,
1,표제어,participant,"n.참가자, 참여자",a conference participant,회의 참가자,,
1,연관어,participate,"v.참여하다, 참가하다",to participate in a discussion,토론에 참가하다,,
1,연관어,participation,"n.참여, 참가",political participation,정치적 참여,,
20,표제어,particle,"n.입자, 작은 조각",a tiny particle,작은 입자,,
9,표제어,particular,"a.특정한, 독특한, 자세한","a particular area
독특한 성격 a particular character",특정한 지역,,
9,연관어,particularly,"ad.특히, 특별히",a particularly important issue,특히 중요한 문제,,
9,연관어,in particular,ad.특히,I'm interested in history in particular.,나는 특히 역사에 관심이 있다,,
16,표제어,passerby,"n.지나가는 사람, 통행인",to ask a passerby,지나가는 사람에게 묻다 ,,
37,표제어,passion,"n.열정, 정열",to feel passion,열정을 느끼다,,
37,연관어,passionate,a.열정적인,a passionate speaker,열정적인 연설자,,
37,연관어,passionately,ad.열정적으로 ,to speak passionately,열정적으로 말하다,,
